title,media_name,media_url,url,publish_date,language,indexed_date,title_confirmed_relevant,is_lebanese_domain,is_wire_service
"Israel kills 7 people in Beirut, Hezbollah fights invasion in south Lebanon",stkittsgazette.com,stkittsgazette.com,https://stkittsgazette.com/israel-kills-7-people-in-beirut-hezbollah-fights-invasion-in-south-lebanon/,2026-04-01,en,2026-04-01 11:22:39.008989+00:00,0,0,0
"Israel kills 7 people in Beirut, Hezbollah fights invasion in south Lebanon",trinidadtribune.com,trinidadtribune.com,https://trinidadtribune.com/israel-kills-7-people-in-beirut-hezbollah-fights-invasion-in-south-lebanon/,2026-04-01,en,2026-04-01 11:20:26.946973+00:00,0,0,0
"Lebanese Health Ministry says 7 people martyred, 21 others injured in Israeli strikes on Beirut’s Jnah, Khalde",almanar.com.lb,almanar.com.lb,https://english.almanar.com.lb/article/48852/,2026-04-01,la,2026-04-01 10:30:14.089216+00:00,1,1,0
"Seven killed, 24 wounded in Israeli strikes on Khaldeh and Beirut's Jnah",naharnet.com,naharnet.com,https://www.naharnet.com/stories/en/319286-seven-killed-24-wounded-in-israeli-strikes-on-khaldeh-and-beirut-s-jnah,2026-04-01,en,2026-04-01 08:32:48.647526+00:00,1,1,0
"Trump says securing Strait of Hormuz is ‘not for us’, estimates US will be finished attacking Iran in ‘two to three weeks’",independent.ie,independent.ie,https://www.independent.ie/world-news/middle-east/trump-says-securing-strait-of-hormuz-is-not-for-us-estimates-us-will-be-finished-attacking-iran-in-two-to-three-weeks/a2120053173.html,2026-04-01,en,2026-04-01 06:39:03.905742+00:00,0,0,0
"At least seven killed in Israeli strikes in Beirut area, Lebanon says",straitstimes.com,straitstimes.com,https://www.straitstimes.com/world/middle-east/at-least-seven-killed-in-israeli-strikes-in-beirut-area-lebanon-says,2026-04-01,en,2026-04-01 04:29:41.683424+00:00,0,0,0
Lebanon says Israeli strikes on Beirut area kill 7,freemalaysiatoday.com,freemalaysiatoday.com,https://www.freemalaysiatoday.com/category/world/2026/04/01/lebanon-says-israeli-strikes-on-beirut-area-kill-7,2026-04-01,en,2026-04-01 03:35:12.654617+00:00,0,0,0
Lebanon says Israeli strikes on Beirut area kill 7,indiatimes.com,indiatimes.com,https://economictimes.indiatimes.com/news/defence/lebanon-says-israeli-strikes-on-beirut-area-kill-7/articleshow/129939408.cms,2026-04-01,en,2026-04-01 03:29:33.230114+00:00,0,0,0
"At least seven killed in Israeli strikes in Beirut area, Lebanon says",gmanetwork.com,gmanetwork.com,https://www.gmanetwork.com/news/topstories/world/982183/at-least-seven-killed-in-israeli-strikes-in-beirut-area-lebanon-says/story/,2026-04-01,en,2026-04-01 03:18:35.614231+00:00,0,0,0
"After factory strike, IDF says Iran trying to weaponize opioid at least 50x stronger than heroin",timesofisrael.com,timesofisrael.com,https://www.timesofisrael.com/liveblog-april-01-2026/,2026-03-31,en,2026-04-01 02:18:26.462027+00:00,0,0,0
Latest: Trump says it's on other nations to open the Strait of Hormuz,news18.com,news18.com,https://www.news18.com/agency-feeds/latest-trump-says-its-on-other-nations-to-open-the-strait-of-hormuz-10008288.html,2026-04-01,en,2026-04-01 01:23:46.128727+00:00,0,0,0
"At least seven killed in Israeli strikes in Beirut area, Lebanon says",reuters.com,reuters.com,https://www.reuters.com/world/middle-east/israel-says-it-struck-senior-hezbollah-commander-senior-member-beirut-2026-03-31/,2026-03-31,en,2026-04-01 00:23:01.703597+00:00,0,0,1
