title,media_name,media_url,url,publish_date,language,indexed_date,title_confirmed_relevant,is_lebanese_domain,is_wire_service
Middle East crisis live: Iran’s president apologises to Gulf nations; Trump threatens further strikes,theguardian.com,theguardian.com,https://www.theguardian.com/world/live/2026/mar/07/middle-east-crisis-live-tehran-explosions-beirut-trump-israel-iran-war-second-week,2026-03-07,en,2026-03-07 13:29:11.439542+00:00,0,0,0
Iran Signals Halt To Attacks On Neighbouring States Amid Middle East Escalation,bernama.com,bernama.com,https://www.bernama.com/en/news.php/?id=2531600,2026-03-07,en,2026-03-07 13:28:16.103703+00:00,0,0,0
Israel carries out rare airborne raid in Lebanon; 16 killed in strikes,channelnewsasia.com,channelnewsasia.com,https://www.channelnewsasia.com/world/israel-airborne-raid-lebanon-strikes-middle-east-iran-hezbollah-5978721,2026-03-07,en,2026-03-07 13:25:34.253897+00:00,0,0,0
"LIVE: Israel Says Over 80 Jets Strike Tehran, Central Iran",deccanchronicle.com,deccanchronicle.com,https://www.deccanchronicle.com/west-asia/iran-us-israel-conflict-war-live-updates-1942056,2026-03-07,en,2026-03-07 12:31:10.521661+00:00,0,0,0
Death toll from Israeli strikes on east Lebanon town rises to 16,dawn.com,dawn.com,https://www.dawn.com/news/1979409/death-toll-from-israeli-strikes-on-east-lebanon-town-rises-to-16,2026-03-07,en,2026-03-07 12:27:55.425507+00:00,0,0,0
Twenty-six dead amid Israeli commando raid and 13 violent airstrikes through Eastern Lebanon,egyptindependent.com,egyptindependent.com,https://www.egyptindependent.com/26-dead-amid-israeli-commando-raid-and-13-violent-airstrikes-through-eastern-lebanon/,2026-03-07,en,2026-03-07 12:26:04.717541+00:00,0,0,0
The Latest: Israel hammers Beirut and Tehran as Iranian president apologizes to Gulf neighbors,thestar.com,thestar.com,https://www.thestar.com/news/world/middle-east/the-latest-israel-hammers-beirut-and-tehran-as-iranian-president-apologizes-to-gulf-neighbors/article_7e8aa6ee-bcd6-5bb7-abbd-46531999bd8e.html,2026-03-07,en,2026-03-07 12:24:03.680908+00:00,0,0,0
Israel confirms special forces search in Lebanon for Ron Arad clues but finds no evidence,ynetnews.com,ynetnews.com,https://www.ynetnews.com/article/b1r0i00kfzg,2026-03-07,en,2026-03-07 12:20:13.622188+00:00,0,0,0
"Report: Israeli commandos operated near Syria border, helicopters landed troops",ynetnews.com,ynetnews.com,https://www.ynetnews.com/article/h1wl00mft11l,2026-03-07,en,2026-03-07 12:20:07.416522+00:00,0,0,0
Night Operation In Lebanon Aims To Recover Body Of Missing Israeli Ron Arad,i24news.tv,i24news.tv,https://www.i24news.tv/en/news/israel/defense/artc-night-operation-in-lebanon-aims-to-recover-body-of-missing-israeli-ron-arad-report,2026-03-07,en,2026-03-07 11:35:17.278077+00:00,0,0,0
Hezbollah Foils Israeli Landing in Lebanon’s Bekaa,almanar.com.lb,almanar.com.lb,https://english.almanar.com.lb/article/31572/,2026-03-07,en,2026-03-07 11:30:16.157794+00:00,0,1,0
"Lebanese Health Ministry: 16 martyred, 53 others injured in Israeli assault on Nabi Sheet",almanar.com.lb,almanar.com.lb,https://english.almanar.com.lb/article/31562/,2026-03-07,la,2026-03-07 11:30:11.188291+00:00,1,1,0
"16 Killed, 35 Injured In Israeli Airstrikes On Bekaa Valley In Eastern Lebanon: Health Ministry",bernama.com,bernama.com,https://www.bernama.com/en/news.php/?id=2531549,2026-03-07,en,2026-03-07 11:29:57.707002+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",dominicanrepublicpost.com,dominicanrepublicpost.com,https://dominicanrepublicpost.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 11:27:41.780960+00:00,0,0,0
"IDF strikes Hezbollah, Rawdwan Force terror sites",jpost.com,jpost.com,https://www.jpost.com/middle-east/article-889136,2026-03-07,en,2026-03-07 11:27:26.407882+00:00,0,0,0
IDF searched cemetery tied to Arad disappearance,jpost.com,jpost.com,https://www.jpost.com/middle-east/article-889134,2026-03-07,en,2026-03-07 11:26:16.078572+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",guyanainquirer.com,guyanainquirer.com,https://guyanainquirer.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 11:25:16.566257+00:00,0,0,0
"16 killed, 35 injured in Israeli airstrikes on eastern Lebanon: Health Ministry",aa.com.tr,aa.com.tr,https://www.aa.com.tr/en/middle-east/16-killed-35-injured-in-israeli-airstrikes-on-eastern-lebanon-health-ministry/3853749,2026-03-07,en,2026-03-07 11:23:26.570551+00:00,0,0,1
‘Night of Hell’: Israel Carries Out Rare Airborne Raid in Lebanon; 16 Killed in Deadly Strikes,newsx.com,newsx.com,https://www.newsx.com/world/night-of-hell-israel-carries-out-rare-airborne-raid-in-lebanon-16-killed-in-deadly-strikes-178786/,2026-03-07,en,2026-03-07 11:20:55.730236+00:00,0,0,0
Hezbollah clashes with Israeli troops who make helicopter landings in east Lebanon,naharnet.com,naharnet.com,https://www.naharnet.com/stories/en/318796-hezbollah-clashes-with-israeli-troops-who-make-helicopter-landings-in-east-lebanon,2026-03-07,en,2026-03-07 11:20:48.859755+00:00,0,1,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",stluciachronicle.com,stluciachronicle.com,https://stluciachronicle.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 10:25:41.952584+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",puertoricotribune.com,puertoricotribune.com,https://puertoricotribune.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 10:25:20.796696+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",bahamasspectator.com,bahamasspectator.com,https://bahamasspectator.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 10:21:46.534823+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",haitigazette.com,haitigazette.com,https://haitigazette.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 10:20:40.009824+00:00,0,0,0
Reported Israeli commando raid deep in Lebanon said aimed at recovering remains of Ron Arad,timesofisrael.com,timesofisrael.com,https://www.timesofisrael.com/reported-israeli-commando-raid-deep-in-lebanon-said-aimed-at-recovering-remains-of-ron-arad/,2026-03-07,en,2026-03-07 10:20:05.010037+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",stvincenttribune.com,stvincenttribune.com,https://stvincenttribune.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 10:18:31.712784+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",aljazeera.com,aljazeera.com,https://www.aljazeera.com/news/2026/3/7/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa?traffic_source=rss,2026-03-07,en,2026-03-07 09:32:08.658654+00:00,0,0,0
Hezbollah says confronted Israeli helicopter landing in east Lebanon,straitstimes.com,straitstimes.com,https://www.straitstimes.com/world/middle-east/hezbollah-says-fighters-clash-with-israeli-troops-on-lebanon-syria-border,2026-03-07,en,2026-03-07 09:31:56.760409+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",antiguatribune.com,antiguatribune.com,https://antiguatribune.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 09:31:22.813368+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",grenadachronicle.com,grenadachronicle.com,https://grenadachronicle.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 09:29:58.296675+00:00,0,0,0
Moment Iran hits Dubai airport in suicide drone attack as Israel launches fresh wave of strikes on Tehran: live updates,dailymail.co.uk,dailymail.co.uk,https://www.dailymail.co.uk/news/article-15623495/Dubai-airport-evacuated-drone-attack-Israel-strikes-Tehran-live-updates.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,2026-03-07,en,2026-03-07 09:28:39.921562+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",jamaicainquirer.com,jamaicainquirer.com,https://jamaicainquirer.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 09:23:17.481363+00:00,0,0,0
A week of war: How Iran conflict escalated across Middle East in 7 days,indiatimes.com,indiatimes.com,https://timesofindia.indiatimes.com/defence/international/a-week-of-war-how-iran-conflict-escalated-across-middle-east-in-7-days-key-developments/articleshow/129202852.cms,2026-03-07,en,2026-03-07 09:19:01.764461+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",stkittsgazette.com,stkittsgazette.com,https://stkittsgazette.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 09:18:59.985347+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",trinidadtribune.com,trinidadtribune.com,https://trinidadtribune.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 09:18:35.308793+00:00,0,0,0
Israel intensifies strikes on Lebanon with major raids on east,channelnewsasia.com,channelnewsasia.com,https://www.channelnewsasia.com/world/lebanon-beirut-strikes-iran-war-israel-5977731,2026-03-07,en,2026-03-07 09:17:51.070814+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",barbadosgazette.com,barbadosgazette.com,https://barbadosgazette.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 09:17:34.525107+00:00,0,0,0
Hezbollah says fighters clash with Israeli troops on Lebanon-Syria border,dunyanews.tv,dunyanews.tv,https://dunyanews.tv/en/World/939248-hezbollah-says-fighters-clash-with-israeli-troops-on-lebanonsyria-bor,2026-03-07,en,2026-03-07 08:30:31.708449+00:00,0,0,0
"Hezbollah, Israeli troops clash on the ground in eastern Lebanon’s Bekaa",dominicagazette.com,dominicagazette.com,https://dominicagazette.com/hezbollah-israeli-troops-clash-on-the-ground-in-eastern-lebanons-bekaa/,2026-03-07,en,2026-03-07 08:29:14.490675+00:00,0,0,0
The Latest: Israel hammers Beirut and Tehran as Iran attacks more Israeli targets,thestar.com,thestar.com,https://www.thestar.com/news/world/middle-east/the-latest-israel-hammers-beirut-and-tehran-as-iran-attacks-more-israeli-targets/article_7e8aa6ee-bcd6-5bb7-abbd-46531999bd8e.html,2026-03-07,en,2026-03-07 08:28:30.616930+00:00,0,0,0
Lebanon says at least 16 dead in Israeli strikes on eastern town,reuters.com,reuters.com,https://www.reuters.com/world/middle-east/lebanon-says-least-16-dead-israeli-strikes-eastern-town-2026-03-07/,2026-03-07,en,2026-03-07 08:24:53.017937+00:00,0,0,1
Hezbollah says fighters clash with Israeli troops on Lebanon-Syria border,dawn.com,dawn.com,https://www.dawn.com/news/1979374/hezbollah-says-fighters-clash-with-israeli-troops-on-lebanon-syria-border,2026-03-07,en,2026-03-07 08:21:14.110830+00:00,0,0,0
Heavy Clashes Between Hezbollah and Israel Forces; Israeli Heliborne Operation in the Beqaa Valley Fails,ansarpress.com,ansarpress.com,https://www.ansarpress.com/EN/42877,2026-03-07,en,2026-03-07 07:27:35.728931+00:00,0,0,0
Anti-aircraft fire seen in eastern Lebanon amid Israeli incursion,aljazeera.com,aljazeera.com,https://www.aljazeera.com/video/newsfeed/2026/3/7/anti-aircraft-fire-seen-in-eastern-lebanon-amid-israeli-incursion?traffic_source=rss,2026-03-07,en,2026-03-07 06:30:06.080907+00:00,0,0,0
Hezbollah says fighters clash with Israeli troops on Lebanon-Syria border,freemalaysiatoday.com,freemalaysiatoday.com,https://www.freemalaysiatoday.com/category/world/2026/03/07/hezbollah-says-fighters-clash-with-israeli-troops-on-lebanon-syria-border,2026-03-07,en,2026-03-07 06:23:49.119206+00:00,0,0,0
Clashes reported after Israeli landing attempt near Lebanon-Syria border,indiatimes.com,indiatimes.com,https://economictimes.indiatimes.com/news/defence/clashes-reported-after-israeli-landing-attempt-near-lebanon-syria-border/articleshow/129195125.cms,2026-03-07,en,2026-03-07 06:23:28.309223+00:00,0,0,0
"Explosions rock Iran's capital, and more attacks target Israel as US warns bombing will intensify",indiatimes.com,indiatimes.com,https://economictimes.indiatimes.com/news/defence/explosions-rock-irans-capital-and-more-attacks-target-israel-as-us-warns-bombing-will-intensify/articleshow/129191979.cms,2026-03-07,en,2026-03-07 04:31:48.883832+00:00,0,0,0
Three killed in Israeli air strike in Lebanon,dawn.com,dawn.com,https://www.dawn.com/news/1979365/three-killed-in-israeli-air-strike-in-lebanon,2026-03-07,en,2026-03-07 03:27:17.358887+00:00,0,0,0
LIVE: Only Iran's 'Unconditional Surrender' Can End War: Trump,deccanchronicle.com,deccanchronicle.com,https://www.deccanchronicle.com/west-asia/iranusconflict-live-updates-1942056,2026-03-07,en,2026-03-07 03:23:11.748187+00:00,0,0,0
Israel intensifies strikes on Lebanon with major raids on east,freemalaysiatoday.com,freemalaysiatoday.com,https://www.freemalaysiatoday.com/category/highlight/2026/03/07/israel-intensifies-strikes-on-lebanon-with-major-raids-on-east,2026-03-07,en,2026-03-07 00:37:41.969017+00:00,0,0,0
Israeli strikes on east Lebanon kill at least nine: health ministry,dawn.com,dawn.com,https://www.dawn.com/news/1979245/israeli-strikes-on-east-lebanon-kill-at-least-nine-health-ministry,2026-03-07,en,2026-03-06 23:19:49.640867+00:00,0,0,0
