title,media_name,media_url,url,publish_date,language,indexed_date,title_confirmed_relevant,is_lebanese_domain,is_wire_service
Netanyahu orders military to expand invasion of southern Lebanon,antiguatribune.com,antiguatribune.com,https://antiguatribune.com/netanyahu-orders-military-to-expand-invasion-of-southern-lebanon/,2026-03-29,en,2026-03-29 19:30:07.001251+00:00,0,0,0
Netanyahu orders military to expand invasion of southern Lebanon,stluciachronicle.com,stluciachronicle.com,https://stluciachronicle.com/netanyahu-orders-military-to-expand-invasion-of-southern-lebanon/,2026-03-29,en,2026-03-29 19:30:00.458302+00:00,0,0,0
Netanyahu orders military to expand invasion of southern Lebanon,grenadachronicle.com,grenadachronicle.com,https://grenadachronicle.com/netanyahu-orders-military-to-expand-invasion-of-southern-lebanon/,2026-03-29,en,2026-03-29 19:29:40.894870+00:00,0,0,0
Funeral held for Lebanese journalists killed in Israeli strike,aljazeera.com,aljazeera.com,https://www.aljazeera.com/video/newsfeed/2026/3/29/funeral-held-for-lebanese-journalists-killed-in-israeli-strike?traffic_source=rss,2026-03-29,en,2026-03-29 18:25:36.211070+00:00,0,0,0
Iran warns US ground troops would be 'set on fire' as regional powers meet,yahoo.com,yahoo.com,https://uk.news.yahoo.com/israel-stops-missile-fired-yemen-074100084.html,2026-03-29,en,2026-03-29 18:21:34.301806+00:00,0,0,0
Iran war: Tehran warns US against ground assault,dw.com,dw.com,https://www.dw.com/en/iran-war-tehran-warns-us-against-ground-assault/live-76581165?maca=en-rss-en-top-1022-rdf,2026-03-29,en,2026-03-29 17:18:17.313419+00:00,0,0,0
Hundreds in Beirut mourn journalists killed in Israeli strike,bbc.com,bbc.com,https://www.bbc.com/news/videos/ce354d73v2ko?at_medium=RSS&at_campaign=rss,2026-03-29,en,2026-03-29 16:31:16.385698+00:00,0,0,0
Lebanon mourns journalists killed in Israeli attack,freemalaysiatoday.com,freemalaysiatoday.com,https://www.freemalaysiatoday.com/category/world/2026/03/29/lebanon-mourns-journalists-killed-in-israeli-attack,2026-03-29,en,2026-03-29 16:22:53.872070+00:00,0,0,0
"'Journalists must never be targeted in war zones,' says French foreign minister after 3 killed in Lebanon",aa.com.tr,aa.com.tr,https://www.aa.com.tr/en/middle-east/journalists-must-never-be-targeted-in-war-zones-says-french-foreign-minister-after-3-killed-in-lebanon/3883920,2026-03-29,en,2026-03-29 14:17:08.420417+00:00,0,0,1
Hundreds of mourners gather in pouring rain for funerals of Lebanon journalists,sky.com,sky.com,https://news.sky.com/story/hundreds-of-mourners-gather-in-pouring-rain-for-funerals-of-lebanon-journalists-13525792,2026-03-29,en,2026-03-29 13:31:04.224556+00:00,0,0,0
Israeli airstrike kills 3 journalists,jamaica-gleaner.com,jamaica-gleaner.com,https://jamaica-gleaner.com/article/world-news/20260329/lebanon-israeli-airstrike-kills-3-journalists,2026-03-29,en,2026-03-29 13:25:24.231649+00:00,0,0,0
IDF kills Hezbollah terrorist masquerading as journalist,israeltoday.co.il,israeltoday.co.il,https://www.israeltoday.co.il/read/idf-kills-hezbollah-terrorist-masquerading-as-journalist/,2026-03-29,en,2026-03-29 13:20:39.333293+00:00,0,0,0
"Lebanese Media Bids Farewell to Martyred Journalists Ali Shoeib, Fatima Ftouni",almanar.com.lb,almanar.com.lb,https://english.almanar.com.lb/article/46977/,2026-03-29,en,2026-03-29 12:20:25.326396+00:00,0,1,0
Pakistan hosts diplomatic discussions on ending war,npr.org,npr.org,https://www.npr.org/2026/03/29/nx-s1-5765344/pakistan-diplomatic-discussions-iran-war,2026-03-29,en,2026-03-29 11:18:32.670546+00:00,0,0,0
Iran war: Tehran warns US against ground assault,dw.com,dw.com,https://www.dw.com/en/iran-war-tehran-warns-us-against-ground-assault/live-76581165?maca=en-rss-en-top-1022-xml-atom,2026-03-29,en,2026-03-29 11:18:12.693791+00:00,0,0,0
Irans foreign minister says journalists deaths a serious wake-up call,adaderana.lk,adaderana.lk,http://www.adaderana.lk/news.php?nid=120405,2026-03-29,en,2026-03-29 11:17:46.254527+00:00,0,0,0
Israeli airstrike in southern Lebanon kills 3 journalists covering the war,mainichi.jp,mainichi.jp,https://mainichi.jp/english/articles/20260329/p2g/00m/0in/007000c,2026-03-29,en,2026-03-29 07:18:38.224573+00:00,0,0,0
"""Violation Of International Law"": Lebanon On 3 Journalists' Deaths In Israeli Strikes",ndtv.com,ndtv.com,https://www.ndtv.com/world-news/middle-east-war-violation-of-international-law-lebanon-on-3-journalists-deaths-in-israeli-strikes-11281025,2026-03-29,en,2026-03-29 06:29:37.044239+00:00,0,0,0
Israeli Airstrike in Lebanon Kills 3 Journalists Covering the War,deccanchronicle.com,deccanchronicle.com,https://www.deccanchronicle.com/west-asia/israeli-airstrike-in-lebanon-kills-3-journalists-covering-the-war-1947035,2026-03-29,en,2026-03-29 06:18:52.033283+00:00,0,0,0
Israeli airstrike in southern Lebanon kills 3 journalists covering the war,indiatimes.com,indiatimes.com,https://economictimes.indiatimes.com/news/defence/israeli-airstrike-in-southern-lebanon-kills-3-journalists-covering-the-war/articleshow/129874754.cms,2026-03-29,en,2026-03-29 04:28:51.112442+00:00,0,0,0
Iran war: Houthis claim 2nd attack on Israel in 24 hours,dw.com,dw.com,https://www.dw.com/en/iran-war-houthis-claim-2nd-attack-on-israel-in-24-hours/live-76573681?maca=en-rss-en-top-1022-xml-atom,2026-03-28,en,2026-03-29 04:20:58.986572+00:00,0,0,0
"Three Lebanese journalists killed in Israeli strike, employers say",bbc.com,bbc.com,https://www.bbc.com/news/articles/cgme1j70294o,2026-03-28,en,2026-03-29 03:41:10.151894+00:00,0,0,0
Iran war: Houthis claim 2nd attack on Israel in 24 hours,dw.com,dw.com,https://www.dw.com/en/iran-war-houthis-claim-2nd-attack-on-israel-in-24-hours/live-76573681?maca=en-rss-en-top-1022-rdf,2026-03-28,en,2026-03-29 03:21:44.480526+00:00,0,0,0
"Three Lebanese journalists killed in Israeli strike, say broadcasters",island.lk,island.lk,https://island.lk/three-lebanese-journalists-killed-in-israeli-strike-say-broadcasters/,2026-03-29,en,2026-03-29 02:20:36.461100+00:00,0,0,0
Israeli strike kills three journalists in south Lebanon,thehindu.com,thehindu.com,https://www.thehindu.com/news/international/israeli-strike-kills-three-journalists-in-south-lebanon/article70797682.ece,2026-03-29,en,2026-03-29 00:24:43.294652+00:00,0,0,0
Israeli airstrike in southern Lebanon kills three journalists covering the war,irishnews.com,irishnews.com,https://www.irishnews.com/news/world/israeli-airstrike-in-southern-lebanon-kills-three-journalists-covering-the-war-ZYIFZ2FVXNIP7NQIUJEEWTEWKY/,2026-03-28,en,2026-03-28 23:28:28.074650+00:00,0,0,0
Israeli strike in Lebanon kills 3 journalists covering war,cbc.ca,cbc.ca,https://www.cbc.ca/news/world/israeli-strike-kills-journalists-lebanon-9.7145819?cmp=rss,2026-03-28,en,2026-03-28 23:27:16.132788+00:00,0,0,0
"Iran war live updates: Houthis claim second missile attack on Israel, warn of more to come",abc.net.au,abc.net.au,https://www.abc.net.au/news/2026-03-29/iran-war-live-updates-houthis-missiles-israel/106507524,2026-03-29,en,2026-03-28 23:18:37.607115+00:00,0,0,0
Targeted Israeli airstrike kills 3 journalists in southern Lebanon covering the war,pbs.org,pbs.org,https://www.pbs.org/newshour/world/targeted-israeli-airstrike-kills-3-journalists-in-southern-lebanon-covering-the-war,2026-03-28,en,2026-03-28 22:30:12.748029+00:00,0,0,0
Israeli Airstrike in Southern Lebanon Kills 3 Journalists Covering the war,newsmax.com,newsmax.com,https://www.newsmax.com/world/globaltalk/lebanon-journalists-killed-israeli-airstrike-ali-shoeib-almayadeen-almanar/2026/03/28/id/1251096/,2026-03-28,en,2026-03-28 22:28:35.318363+00:00,0,0,0
Iran war: Houthis claim 2nd attack on Israel in 24 hours,dw.com,dw.com,https://www.dw.com/en/iran-war-houthis-claim-2nd-attack-on-israel-in-24-hours/live-76573681?maca=en-rss-en-all-1573-rdf,2026-03-28,en,2026-03-28 22:25:42.416660+00:00,0,0,0
Three journalists covering the war killed in Israeli airstrike in southern Lebanon,9news.com.au,9news.com.au,https://www.9news.com.au/world/israeli-airstrike-in-southern-lebanon-kills-3-journalists-covering-the-war/b2b55535-4376-4f76-b367-8e4574385a25,2026-03-28,en,2026-03-28 22:20:24.631336+00:00,0,0,0
Two prominent Lebanese journalists killed in Israeli strike on their car while covering war,ansarpress.com,ansarpress.com,https://www.ansarpress.com/EN/43276,2026-03-28,en,2026-03-28 21:27:18.884503+00:00,0,0,0
Lebanon denounces death of three journalists killed by Israeli strike,punchng.com,punchng.com,https://punchng.com/lebanon-denounces-death-of-three-journalists-killed-by-israeli-strike/,2026-03-28,en,2026-03-28 21:27:18.547802+00:00,0,0,0
Three Lebanese journalists killed in Israeli airstrike on car,sky.com,sky.com,https://news.sky.com/story/three-lebanese-journalists-killed-in-israeli-airstrike-on-car-13525607,2026-03-28,en,2026-03-28 21:23:10.216414+00:00,0,0,0
Israeli strike kills three journalists in south Lebanon,timesofmalta.com,timesofmalta.com,https://timesofmalta.com/article/israeli-strike-kills-three-journalists-south-lebanon.1126189,2026-03-28,en,2026-03-28 21:19:16.588443+00:00,0,0,0
Ship carrying thousands of US marines arrives in Middle East,mirror.co.uk,mirror.co.uk,https://www.mirror.co.uk/news/world-news/iran-war-yemen-trump-live-36907778,2026-03-28,en,2026-03-28 20:32:53.257133+00:00,0,0,0
Three Journalists Killed in Israeli Strike on Marked Press Vehicle in Lebanon,dawatmedia24.com,dawatmedia24.com,https://dawatmedia24.com/world/three-journalists-killed-in-israeli-strike-on-marked-press-vehicle-in-lebanon/,2026-03-28,en,2026-03-28 20:26:51.342234+00:00,0,0,0
Lebanon condemns ‘blatant war crime’ after Israel kills three journalists,theguardian.com,theguardian.com,https://www.theguardian.com/world/2026/mar/28/lebanon-condemns-blatant-war-crime-israel-kills-three-journalists,2026-03-28,en,2026-03-28 20:26:01.518343+00:00,0,0,0
"Iran war: Houthis claim attack on Israel, Zelenskyy in UAE",dw.com,dw.com,https://www.dw.com/en/iran-war-houthis-claim-attack-on-israel-zelenskyy-in-uae/live-76573681?maca=en-rss-en-all-1573-xml-atom,2026-03-28,en,2026-03-28 20:24:19.591102+00:00,0,0,0
Israeli Airstrike in Southern Lebanon Kills 3 Journalists Covering the War,usnews.com,usnews.com,https://www.usnews.com/news/world/articles/2026-03-28/israeli-airstrike-in-southern-lebanon-kills-3-journalists-covering-the-war,2026-03-28,en,2026-03-28 19:27:10.131724+00:00,0,0,0
Three journalists killed in Israeli strike on marked press car in Lebanon,stkittsgazette.com,stkittsgazette.com,https://stkittsgazette.com/three-journalists-killed-in-israeli-strike-on-marked-press-car-in-lebanon/,2026-03-28,en,2026-03-28 19:26:21.289354+00:00,0,0,0
Three journalists killed in Israeli strike on marked press car in Lebanon,barbadosgazette.com,barbadosgazette.com,https://barbadosgazette.com/three-journalists-killed-in-israeli-strike-on-marked-press-car-in-lebanon/,2026-03-28,en,2026-03-28 19:26:08.085096+00:00,0,0,0
"Three Lebanese journalists killed in Israeli strike, employers say",bbc.com,bbc.com,https://www.bbc.com/news/articles/cgme1j70294o?at_medium=RSS&at_campaign=rss,2026-03-28,en,2026-03-28 19:18:22.803898+00:00,0,0,0
"IDF kills senior Hezbollah reporter Ali Hassan Shaib, says he was Radwan Force member",ynetnews.com,ynetnews.com,https://www.ynetnews.com/article/sjx1uurozg,2026-03-28,en,2026-03-28 18:31:38.304635+00:00,0,0,0
"IDF kills Hezbollah-linked journalist, says he was part of elite Radwan Force",timesofisrael.com,timesofisrael.com,https://www.timesofisrael.com/idf-kills-hezbollah-linked-journalist-says-he-was-part-of-elite-radwan-force/,2026-03-28,la,2026-03-28 18:31:19.244464+00:00,0,0,0
Israeli strike kills three journalists in south Lebanon,manilatimes.net,manilatimes.net,https://www.manilatimes.net/2026/03/29/world/israeli-strike-kills-three-journalists-in-south-lebanon/2309901,2026-03-29,en,2026-03-28 18:30:19.102496+00:00,0,0,0
Israeli Strike Kills 3 Journalists in Southern Lebanon,deccanchronicle.com,deccanchronicle.com,https://www.deccanchronicle.com/world/israeli-strike-kills-three-journalists-in-south-lebanon-1946955,2026-03-28,en,2026-03-28 18:29:25.968505+00:00,0,0,0
Three journalists killed in Israeli strike on marked press car in Lebanon,bahamasspectator.com,bahamasspectator.com,https://bahamasspectator.com/three-journalists-killed-in-israeli-strike-on-marked-press-car-in-lebanon/,2026-03-28,en,2026-03-28 18:28:25.142509+00:00,0,0,0
