title,media_name,url,publish_date
Lebanon: Israeli Enemy Escalates Attacks on Fourth Day of Aggression,almanar.com.lb,https://english.almanar.com.lb/article/30942/,2026-03-05
Israeli army launches fresh airstrikes on southern Lebanon amid escalation,aa.com.tr,https://www.aa.com.tr/en/middle-east/israeli-army-launches-fresh-airstrikes-on-southern-lebanon-amid-escalation/3851022,2026-03-05
"Lebanese Health Ministry: Israeli strike targeting vehicle on Zahle-Karak highway left two martyrs, two other injured",almanar.com.lb,https://english.almanar.com.lb/article/30852/,2026-03-05
